Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,State,Product ID,Category,Sub_Category,Product,Quantity,Sales,Discount,Profit
1891,CA-2018-157623,14-03-18,18-03-18,Standard Class,DK-13225,Dean Katz,Corporate,Malaysia,Selangor,OFF-PA-10001204,Living Room,LG,Vacuum Cleaner,2,10.56,0,4.752
1892,CA-2018-157623,14-03-18,18-03-18,Standard Class,DK-13225,Dean Katz,Corporate,Malaysia,Selangor,OFF-AR-10003723,Living Room,LG,Air Conditioner,1,3.38,0,1.2506
1893,CA-2017-145310,22-12-17,24-12-17,Second Class,JP-15520,Jeremy Pistek,Consumer,Malaysia,Selangor,OFF-EN-10002621,Living Room,Sharp ,Air Conditioner,1,7.824,0.2,2.934
1894,CA-2016-100083,24-11-16,29-11-16,Standard Class,CD-11980,Carol Darley,Consumer,Malaysia,Selangor,OFF-PA-10000241,Living Room,LG,Air Conditioner,1,24.784,0.2,7.745
1895,US-2017-108063,02-12-17,05-12-17,First Class,AS-10090,Adam Shillingsburg,Consumer,Malaysia,Selangor,OFF-AR-10001446,Living Room,LG,Ceiling Fan,3,34.65,0,10.395
1896,CA-2019-109197,31-12-19,04-01-16,Standard Class,JO-15280,Jas O'Carroll,Consumer,Malaysia,Kedah,OFF-BI-10004632,Living Room,Sharp,Vacuum Cleaner,2,487.984,0.2,152.495
1897,CA-2017-141789,03-10-17,06-10-17,First Class,AC-10450,Amy Cox,Consumer,Malaysia,Selangor,OFF-BI-10001359,Living Room,Sharp,Vacuum Cleaner,2,1793.98,0,843.1706
1898,CA-2018-169775,29-08-18,02-09-18,Second Class,RA-19945,Ryan Akin,Consumer,Malaysia,Selangor,OFF-EN-10001749,Living Room,Sharp ,Vacuum Cleaner,2,29.808,0.2,10.8054
1899,CA-2018-169775,29-08-18,02-09-18,Second Class,RA-19945,Ryan Akin,Consumer,Malaysia,Selangor,OFF-BI-10004390,Living Room,Sharp,Wall Fan,4,505.176,0.7,-336.784
1900,CA-2018-169775,29-08-18,02-09-18,Second Class,RA-19945,Ryan Akin,Consumer,Malaysia,Selangor,FUR-TA-10001857,Kitchen ,Meck,Stove,3,174.0585,0.45,-110.7645
1901,CA-2016-140543,29-06-16,03-07-16,Second Class,Co-12640,Corey-Lock,Consumer,Malaysia,Perak,OFF-ST-10000563,Living Room,Toshiba,Wall Fan,6,191.88,0,19.188
1902,CA-2016-151141,20-08-16,23-08-16,First Class,DW-13480,Dianna Wilson,Home Office,Malaysia,Selangor,TEC-PH-10004924,Bathroom ,Toshiba,Water Heater,2,14.78,0,3.9906
1903,CA-2017-167094,21-10-17,22-10-17,First Class,DK-12835,Damala Kotsonis,Corporate,Malaysia,Selangor,OFF-PA-10003953,Living Room,LG,Air Conditioner,1,5.184,0.2,1.8144
1904,CA-2017-167094,21-10-17,22-10-17,First Class,DK-12835,Damala Kotsonis,Corporate,Malaysia,Selangor,FUR-CH-10000155,Kitchen ,Panasonic,Stove,2,478.48,0.2,47.848
1905,CA-2017-167094,21-10-17,22-10-17,First Class,DK-12835,Damala Kotsonis,Corporate,Malaysia,Selangor,TEC-AC-10003116,Bathroom ,Hitachi,Water Heater,2,28.4,0.2,6.745
1906,CA-2017-154410,21-10-17,24-10-17,First Class,MD-17860,Samsungchael DoSamsungnguez,Corporate,Malaysia,Selangor,OFF-ST-10002743,Living Room,Toshiba,TV_60(INCHES),8,909.12,0,9.0912
1907,US-2016-150567,17-05-16,21-05-16,Standard Class,RP-19855,Roy Phan,Corporate,Malaysia,Selangor,OFF-BI-10001757,Living Room,Sharp,Vacuum Cleaner,2,2.952,0.7,-2.1648
1908,US-2016-150567,17-05-16,21-05-16,Standard Class,RP-19855,Roy Phan,Corporate,Malaysia,Selangor,OFF-BI-10000069,Living Room,Sharp,Wall Fan,6,27.018,0.7,-21.6144
1909,CA-2019-157959,03-02-19,04-02-19,First Class,RW-19540,Rick Wilson,Corporate,Malaysia,Selangor,FUR-FU-10004093,Kitchen ,Samsung,Refrigerator,4,136.92,0,41.076
1910,CA-2017-105886,18-12-17,23-12-17,Standard Class,DB-13660,Duane Benoit,Consumer,Malaysia,Melaka,FUR-FU-10001037,Kitchen ,Samsung,Stove,2,18.96,0,8.532
1911,CA-2016-105963,15-11-16,22-11-16,Standard Class,SC-20770,StewLG CarSamsungchael,Corporate,Malaysia,Selangor,TEC-AC-10003832,Bathroom ,Hitachi,Water Heater,3,99.39,0,40.7499
1912,CA-2017-121503,03-07-17,06-07-17,Second Class,FH-14275,Frank Hawley,Corporate,Malaysia,Selangor,OFF-PA-10001878,Living Room,LG,TV_75(INCHES),7,273.896,0.2,92.4399
1913,CA-2017-121503,03-07-17,06-07-17,Second Class,FH-14275,Frank Hawley,Corporate,Malaysia,Selangor,TEC-MA-10003674,Bathroom ,Toshiba,Water Heater,3,597.132,0.4,49.761
1914,CA-2018-103366,15-01-18,17-01-18,First Class,EH-13990,Erica Hackney,Consumer,Malaysia,Selangor,TEC-AC-10003628,Bathroom ,Hitachi,Water Heater,5,149.95,0,65.978
1915,CA-2017-124597,30-04-17,05-05-17,Standard Class,AS-10630,Ann Steele,Home Office,Malaysia,Selangor,OFF-LA-10003190,Living Room,Panasonic,Vacuum Cleaner,2,4.608,0.2,1.6704
1916,CA-2017-124597,30-04-17,05-05-17,Standard Class,AS-10630,Ann Steele,Home Office,Malaysia,Selangor,OFF-AR-10002280,Living Room,LG,Ceiling Fan,3,15.528,0.2,4.8525
1917,CA-2017-124597,30-04-17,05-05-17,Standard Class,AS-10630,Ann Steele,Home Office,Malaysia,Selangor,OFF-LA-10001569,Living Room,Panasonic,Ceiling Fan,3,11.952,0.2,3.8844
1918,CA-2019-105634,08-11-19,14-11-19,Standard Class,HA-14905,Helen Abelman,Consumer,Malaysia,Selangor,OFF-AR-10001573,Living Room,LG,TV_50(INCHES),5,11.65,0,3.3785
1919,CA-2019-123673,30-10-19,01-11-19,Second Class,CH-12070,Cathy Hwang,Home Office,Malaysia,Selangor,TEC-PH-10001809,Bathroom ,Toshiba,Water Heater,2,299.9,0,74.975
1920,US-2017-111423,17-08-17,19-08-17,First Class,EH-13765,Edward Hooks,Corporate,Malaysia,Melaka,OFF-BI-10003091,Living Room,Sharp,TV_50(INCHES),5,895.92,0.2,302.373
1921,US-2017-111423,17-08-17,19-08-17,First Class,EH-13765,Edward Hooks,Corporate,Malaysia,Melaka,FUR-CH-10003981,Kitchen ,Panasonic,Stove,2,462.564,0.1,97.6524
1922,CA-2019-125178,03-10-19,09-10-19,Standard Class,MZ-17515,Mary Zewe,Corporate,Malaysia,Selangor,OFF-ST-10002562,Living Room,Toshiba,Vacuum Cleaner,2,15.008,0.2,1.5008
1923,CA-2016-156685,08-07-16,10-07-16,Second Class,SC-20230,Scot Coram,Corporate,Malaysia,Selangor,TEC-PH-10004345,Bathroom ,Toshiba,Water Heater,9,863.64,0.2,107.955
1924,CA-2016-156685,08-07-16,10-07-16,Second Class,SC-20230,Scot Coram,Corporate,Malaysia,Selangor,OFF-AR-10000588,Living Room,LG,Ceiling Fan,3,47.616,0.2,3.5712
1925,CA-2017-126865,05-12-17,07-12-17,Second Class,NP-18325,Naresj Patel,Consumer,Malaysia,Selangor,OFF-PA-10003039,Living Room,LG,Ceiling Fan,3,92.94,0,41.823
1926,CA-2017-102834,09-03-17,13-03-17,Standard Class,LW-16990,Lindsay Williams,Corporate,Malaysia,Selangor,TEC-AC-10001908,Bathroom ,Hitachi,Water Heater,2,199.98,0,69.993
1927,US-2016-139710,09-06-16,15-06-16,Standard Class,GM-14680,Greg Matthias,Consumer,Malaysia,Selangor,TEC-PH-10001198,Bathroom ,Toshiba,Water Heater,3,177.48,0.2,19.9665
1928,CA-2017-121538,28-11-17,01-12-17,First Class,RH-19495,Rick Hansen,Consumer,Malaysia,Selangor,OFF-PA-10004071,Living Room,LG,Vacuum Cleaner,2,88.768,0.2,31.0688
1929,US-2017-101539,16-03-17,18-03-17,Second Class,VM-21685,Valerie Samsungtchum,Home Office,Malaysia,Selangor,OFF-PA-10001972,Living Room,LG,Air Conditioner,1,6.48,0,3.1104
1930,US-2017-101539,16-03-17,18-03-17,Second Class,VM-21685,Valerie Samsungtchum,Home Office,Malaysia,Selangor,OFF-ST-10004180,Living Room,Toshiba,Air Conditioner,1,46.51,0,1.8604
1931,US-2017-101539,16-03-17,18-03-17,Second Class,VM-21685,Valerie Samsungtchum,Home Office,Malaysia,Selangor,TEC-PH-10004165,Bathroom ,Toshiba,Water Heater,3,659.976,0.2,49.4982
1932,CA-2016-152121,27-11-16,29-11-16,Second Class,CC-12670,Craig Carreira,Consumer,Malaysia,Selangor,TEC-PH-10002483,Bathroom ,Toshiba,Water Heater,1,271.992,0.2,23.7993
1933,CA-2017-161200,06-08-17,10-08-17,Second Class,SV-20365,Seth Vernon,Consumer,Malaysia,Perak,FUR-BO-10000468,Kitchen ,LG,Stove,3,145.74,0,23.3184
1934,CA-2017-161200,06-08-17,10-08-17,Second Class,SV-20365,Seth Vernon,Consumer,Malaysia,Perak,FUR-FU-10001706,Kitchen ,Samsung,Chimney Wood,5,15.4,0,7.392
1935,CA-2017-101245,27-11-17,03-12-17,Standard Class,LW-16990,Lindsay Williams,Corporate,Malaysia,Selangor,OFF-PA-10003129,Living Room,LG,TV_50(INCHES),5,244.55,0,114.9385
1936,CA-2017-101245,27-11-17,03-12-17,Standard Class,LW-16990,Lindsay Williams,Corporate,Malaysia,Selangor,TEC-AC-10001284,Bathroom ,Hitachi,Water Heater,8,166.16,0,59.8176
1937,CA-2019-141768,25-05-19,27-05-19,Second Class,NP-18685,Nora Pelletier,Home Office,Malaysia,Selangor,FUR-FU-10002268,Kitchen ,Samsung,Stove,3,14.73,0,4.8609
1938,CA-2016-112109,08-07-16,12-07-16,Standard Class,JE-15715,Joe Elijah,Consumer,Malaysia,Selangor,OFF-BI-10002082,Living Room,Sharp,Vacuum Cleaner,2,19.968,0.7,-13.312
1939,CA-2016-112109,08-07-16,12-07-16,Standard Class,JE-15715,Joe Elijah,Consumer,Malaysia,Selangor,OFF-ST-10001505,Living Room,Toshiba,TV_75(INCHES),7,33.488,0.2,-1.2558
1940,CA-2016-112109,08-07-16,12-07-16,Standard Class,JE-15715,Joe Elijah,Consumer,Malaysia,Selangor,OFF-BI-10001634,Living Room,Sharp,Wall Fan,4,8.736,0.7,-6.1152
1941,CA-2016-112109,08-07-16,12-07-16,Standard Class,JE-15715,Joe Elijah,Consumer,Malaysia,Selangor,FUR-CH-10004287,Kitchen ,Panasonic,Stove,3,662.88,0.2,74.574
1942,CA-2017-144064,29-08-17,01-09-17,First Class,CP-12085,Cathy Prescott,Corporate,Malaysia,Selangor,OFF-LA-10004544,Living Room,Panasonic,Wall Fan,4,47.36,0.2,17.76
1943,CA-2017-144064,29-08-17,01-09-17,First Class,CP-12085,Cathy Prescott,Corporate,Malaysia,Selangor,OFF-ST-10004507,Living Room,Toshiba,Vacuum Cleaner,2,27.44,0.2,2.401
1944,CA-2017-144064,29-08-17,01-09-17,First Class,CP-12085,Cathy Prescott,Corporate,Malaysia,Selangor,OFF-BI-10002012,Living Room,Sharp,Ceiling Fan,9,3.24,0.8,-5.184
1945,CA-2016-108581,20-06-16,26-06-16,Standard Class,EA-14035,Erin Ashbrook,Corporate,Malaysia,Selangor,TEC-AC-10001109,Bathroom ,Hitachi,Water Heater,4,95.968,0.2,26.3912
1946,CA-2016-108581,20-06-16,26-06-16,Standard Class,EA-14035,Erin Ashbrook,Corporate,Malaysia,Selangor,OFF-PA-10000809,Living Room,LG,Vacuum Cleaner,2,10.368,0.2,3.6288
1947,CA-2017-157987,02-09-17,06-09-17,Standard Class,AC-10615,Ann Chong,Corporate,Malaysia,Melaka,OFF-AR-10000658,Living Room,LG,Vacuum Cleaner,2,23.1,0,6.468
1948,CA-2017-157987,02-09-17,06-09-17,Standard Class,AC-10615,Ann Chong,Corporate,Malaysia,Melaka,FUR-FU-10001196,Kitchen ,Samsung,Stove,2,11.54,0,3.462
1949,CA-2017-157987,02-09-17,06-09-17,Standard Class,AC-10615,Ann Chong,Corporate,Malaysia,Melaka,FUR-TA-10001889,Kitchen ,Meck,Refrigerator,1,254.526,0.4,-93.3262
1950,CA-2017-157987,02-09-17,06-09-17,Standard Class,AC-10615,Ann Chong,Corporate,Malaysia,Melaka,OFF-AP-10000358,Living Room,Samsung,Air Conditioner,1,12.98,0,3.7642
1951,CA-2017-157987,02-09-17,06-09-17,Standard Class,AC-10615,Ann Chong,Corporate,Malaysia,Melaka,OFF-BI-10004970,Living Room,Sharp,TV_60(INCHES),8,26.432,0.2,8.9208
1952,CA-2017-157987,02-09-17,06-09-17,Standard Class,AC-10615,Ann Chong,Corporate,Malaysia,Melaka,TEC-PH-10003885,Bathroom ,Toshiba,Water Heater,3,197.97,0,57.4113
1953,CA-2017-157987,02-09-17,06-09-17,Standard Class,AC-10615,Ann Chong,Corporate,Malaysia,Melaka,OFF-LA-10001641,Living Room,Panasonic,Wall Fan,6,18.9,0,9.072
1954,CA-2017-157987,02-09-17,06-09-17,Standard Class,AC-10615,Ann Chong,Corporate,Malaysia,Melaka,FUR-CH-10003379,Kitchen ,Panasonic,Chimney Wood,5,1282.41,0.1,213.735
1955,CA-2017-157987,02-09-17,06-09-17,Standard Class,AC-10615,Ann Chong,Corporate,Malaysia,Melaka,OFF-AR-10004582,Living Room,LG,Ceiling Fan,3,4.92,0,2.214
1956,CA-2017-157987,02-09-17,06-09-17,Standard Class,AC-10615,Ann Chong,Corporate,Malaysia,Melaka,TEC-AC-10002842,Bathroom ,Hitachi,Water Heater,2,238,0,38.08
1957,CA-2017-157987,02-09-17,06-09-17,Standard Class,AC-10615,Ann Chong,Corporate,Malaysia,Melaka,TEC-AC-10000109,Bathroom ,Hitachi,Water Heater,3,167.97,0,40.3128
1958,CA-2017-157987,02-09-17,06-09-17,Standard Class,AC-10615,Ann Chong,Corporate,Malaysia,Melaka,OFF-PA-10003893,Living Room,LG,Wall Fan,4,17.12,0,7.704
1959,CA-2017-110905,10-09-17,15-09-17,Second Class,RW-19690,Robert Waldorf,Consumer,Malaysia,Negeri Sembilan,OFF-BI-10003669,Living Room,Sharp,Ceiling Fan,3,16.2,0,7.776
1960,CA-2017-110905,10-09-17,15-09-17,Second Class,RW-19690,Robert Waldorf,Consumer,Malaysia,Negeri Sembilan,OFF-AP-10004785,Living Room,Samsung,Ceiling Fan,3,33.99,0,14.6157
1961,CA-2017-110905,10-09-17,15-09-17,Second Class,RW-19690,Robert Waldorf,Consumer,Malaysia,Negeri Sembilan,TEC-AC-10003023,Bathroom ,Hitachi,Water Heater,5,296.85,0,53.433
1962,CA-2017-110905,10-09-17,15-09-17,Second Class,RW-19690,Robert Waldorf,Consumer,Malaysia,Negeri Sembilan,TEC-AC-10002217,Bathroom ,Hitachi,Water Heater,6,112.8,0,6.768
1963,CA-2017-110905,10-09-17,15-09-17,Second Class,RW-19690,Robert Waldorf,Consumer,Malaysia,Negeri Sembilan,OFF-BI-10002954,Living Room,Sharp,Ceiling Fan,3,13.71,0,6.5808
1964,CA-2017-110905,10-09-17,15-09-17,Second Class,RW-19690,Robert Waldorf,Consumer,Malaysia,Negeri Sembilan,OFF-PA-10002586,Living Room,LG,TV_50(INCHES),5,24.9,0,11.703
1965,CA-2017-110905,10-09-17,15-09-17,Second Class,RW-19690,Robert Waldorf,Consumer,Malaysia,Negeri Sembilan,OFF-ST-10000025,Living Room,Toshiba,Ceiling Fan,3,286.29,0,17.1774
1966,CA-2017-110905,10-09-17,15-09-17,Second Class,RW-19690,Robert Waldorf,Consumer,Malaysia,Negeri Sembilan,OFF-AP-10003281,Living Room,Samsung,Vacuum Cleaner,2,24.18,0,7.254
1967,CA-2017-165841,21-12-17,28-12-17,Standard Class,DB-13210,Dean Braden,Consumer,Malaysia,Selangor,TEC-PH-10002103,Bathroom ,Toshiba,Water Heater,3,281.97,0,78.9516
1968,CA-2017-165841,21-12-17,28-12-17,Standard Class,DB-13210,Dean Braden,Consumer,Malaysia,Selangor,OFF-SU-10000898,Living Room,Samsung,TV_50(INCHES),5,69.5,0,20.155
1969,CA-2017-165841,21-12-17,28-12-17,Standard Class,DB-13210,Dean Braden,Consumer,Malaysia,Selangor,OFF-PA-10001144,Living Room,LG,Ceiling Fan,3,166.44,0,79.8912
1970,CA-2017-117485,23-09-17,29-09-17,Standard Class,BD-11320,Bill Donatelli,Consumer,Malaysia,Negeri Sembilan,TEC-AC-10004659,Bathroom ,Hitachi,Water Heater,4,291.96,0,102.186
1971,CA-2017-140242,06-05-17,11-05-17,Standard Class,ML-17755,Max Ludwig,Home Office,Malaysia,Selangor,OFF-AR-10004752,Living Room,LG,Ceiling Fan,3,6.408,0.2,0.6408
1972,CA-2017-140242,06-05-17,11-05-17,Standard Class,ML-17755,Max Ludwig,Home Office,Malaysia,Selangor,TEC-AC-10004659,Bathroom ,Hitachi,Water Heater,7,408.744,0.2,76.6395
1973,CA-2018-148950,14-12-18,19-12-18,Standard Class,JD-16015,Joy Daniels,Consumer,Malaysia,Selangor,OFF-BI-10001249,Living Room,Sharp,Wall Fan,4,5.104,0.8,-8.6768
1974,CA-2018-148950,14-12-18,19-12-18,Standard Class,JD-16015,Joy Daniels,Consumer,Malaysia,Selangor,OFF-FA-10003059,Living Room,Sharp,Vacuum Cleaner,2,2.896,0.2,0.4706
1975,CA-2018-148950,14-12-18,19-12-18,Standard Class,JD-16015,Joy Daniels,Consumer,Malaysia,Selangor,TEC-AC-10002718,Bathroom ,Hitachi,Water Heater,3,35.016,0.2,-2.1885
1976,CA-2018-110408,18-10-18,20-10-18,Second Class,AS-10225,Alan Schoenberger,Corporate,Malaysia,Johor,OFF-ST-10001522,Living Room,Toshiba,Ceiling Fan,3,275.97,0,11.0388
1977,CA-2018-110408,18-10-18,20-10-18,Second Class,AS-10225,Alan Schoenberger,Corporate,Malaysia,Johor,TEC-PH-10002352,Bathroom ,Toshiba,Water Heater,5,1394.95,0,362.687
1978,CA-2018-110408,18-10-18,20-10-18,Second Class,AS-10225,Alan Schoenberger,Corporate,Malaysia,Johor,FUR-CH-10003774,Kitchen ,Panasonic,Blender,6,545.88,0,70.9644
1979,CA-2019-109939,08-05-19,12-05-19,Standard Class,AA-10375,Allen Armold,Consumer,Malaysia,Selangor,OFF-AR-10000127,Living Room,LG,Vacuum Cleaner,2,5.248,0.2,0.5904
1980,CA-2016-112669,14-04-16,14-04-16,Same Day,KT-16465,Kean Takahito,Consumer,Malaysia,Selangor,FUR-CH-10004086,Kitchen ,Panasonic,Refrigerator,4,933.536,0.2,105.0228
1981,CA-2016-112669,14-04-16,14-04-16,Same Day,KT-16465,Kean Takahito,Consumer,Malaysia,Selangor,OFF-ST-10001228,Living Room,Toshiba,Wall Fan,4,42.976,0.2,4.2976
1982,CA-2019-119592,14-12-19,16-12-19,Second Class,MM-18280,Muhammed MacIntyre,Corporate,Malaysia,Selangor,OFF-BI-10004187,Living Room,Sharp,Vacuum Cleaner,2,3.76,0,1.8048
1983,CA-2018-122749,03-12-18,09-12-18,Standard Class,NG-18430,Nathan Gelder,Consumer,Malaysia,Negeri Sembilan,TEC-PH-10003811,Bathroom ,Toshiba,Water Heater,4,479.96,0,134.3888
1984,CA-2018-164721,25-11-18,27-11-18,Second Class,LW-16825,Laurel Workman,Corporate,Malaysia,Selangor,OFF-AP-10000240,Living Room,Samsung,Wall Fan,6,320.88,0,93.0552
1985,CA-2018-164721,25-11-18,27-11-18,Second Class,LW-16825,Laurel Workman,Corporate,Malaysia,Selangor,FUR-FU-10001940,Kitchen ,Samsung,Stove,3,23.88,0,10.5072
1986,CA-2018-164721,25-11-18,27-11-18,Second Class,LW-16825,Laurel Workman,Corporate,Malaysia,Selangor,OFF-PA-10000575,Living Room,LG,Wall Fan,4,26.76,0,12.3096
1987,CA-2016-147417,25-07-16,27-07-16,First Class,CB-12415,Christy Brittain,Consumer,Malaysia,Selangor,TEC-CO-10001449,Bathroom ,Toshiba,Water Heater,4,1439.976,0.4,191.9968
1988,CA-2019-127509,09-11-19,13-11-19,Standard Class,AS-10090,Adam Shillingsburg,Consumer,Malaysia,Negeri Sembilan,OFF-BI-10002393,Living Room,Sharp,Ceiling Fan,3,17.22,0,7.9212
1989,CA-2019-127509,09-11-19,13-11-19,Standard Class,AS-10090,Adam Shillingsburg,Consumer,Malaysia,Negeri Sembilan,FUR-TA-10002855,Kitchen ,Meck,Microwave Oven,7,1024.38,0,215.1198
1990,CA-2019-127509,09-11-19,13-11-19,Standard Class,AS-10090,Adam Shillingsburg,Consumer,Malaysia,Negeri Sembilan,OFF-EN-10000781,Living Room,Sharp ,Ceiling Fan,3,26.22,0,12.3234
1991,CA-2019-127509,09-11-19,13-11-19,Standard Class,AS-10090,Adam Shillingsburg,Consumer,Malaysia,Negeri Sembilan,OFF-PA-10002160,Living Room,LG,Ceiling Fan,3,17.34,0,8.4966
1992,CA-2017-111374,24-02-17,28-02-17,Standard Class,CB-12415,Christy Brittain,Consumer,Malaysia,Selangor,OFF-BI-10004970,Living Room,Sharp,Wall Fan,4,4.956,0.7,-3.7996
1993,CA-2017-133648,25-06-17,02-07-17,Standard Class,ML-17755,Max Ludwig,Home Office,Malaysia,Selangor,OFF-LA-10003923,Living Room,Panasonic,Wall Fan,6,71.04,0.2,26.64
1994,CA-2017-133648,25-06-17,02-07-17,Standard Class,ML-17755,Max Ludwig,Home Office,Malaysia,Selangor,OFF-AR-10002257,Living Room,LG,Vacuum Cleaner,2,5.344,0.2,0.7348
1995,CA-2017-133648,25-06-17,02-07-17,Standard Class,ML-17755,Max Ludwig,Home Office,Malaysia,Selangor,OFF-FA-10004395,Living Room,Sharp,Ceiling Fan,3,11.304,0.2,-2.1195
1996,US-2017-147221,02-12-17,04-12-17,Second Class,JS-16030,Joy SSamsungth,Consumer,Malaysia,Selangor,OFF-AP-10002534,Living Room,Samsung,TV_50(INCHES),5,294.62,0.8,-766.012
1997,US-2017-147221,02-12-17,04-12-17,Second Class,JS-16030,Joy SSamsungth,Consumer,Malaysia,Selangor,FUR-FU-10004020,Kitchen ,Samsung,Refrigerator,4,8.752,0.6,-3.7196
1998,CA-2018-131905,06-02-18,09-02-18,First Class,ND-18460,Neil Ducich,Corporate,Malaysia,Selangor,OFF-LA-10002787,Living Room,Panasonic,Wall Fan,4,15,0,7.2
1999,CA-2018-131905,06-02-18,09-02-18,First Class,ND-18460,Neil Ducich,Corporate,Malaysia,Selangor,TEC-PH-10003645,Bathroom ,Toshiba,Water Heater,1,161.61,0,42.0186
2000,CA-2018-131905,06-02-18,09-02-18,First Class,ND-18460,Neil Ducich,Corporate,Malaysia,Selangor,TEC-PH-10001615,Bathroom ,Toshiba,Water Heater,5,144.95,0,42.0355
2001,CA-2017-166128,11-04-17,18-04-17,Standard Class,LW-17215,Luke Weiss,Consumer,Malaysia,Selangor,TEC-AC-10001767,Bathroom ,Hitachi,Water Heater,5,199.95,0,21.9945
2002,CA-2017-166128,11-04-17,18-04-17,Standard Class,LW-17215,Luke Weiss,Consumer,Malaysia,Selangor,OFF-AR-10001221,Living Room,LG,TV_75(INCHES),7,41.86,0,14.2324
2003,CA-2017-163510,25-12-17,28-12-17,Second Class,JW-15955,Joni Wasserman,Consumer,Malaysia,Selangor,OFF-ST-10000563,Living Room,Toshiba,Ceiling Fan,3,95.94,0,9.594
2004,CA-2017-163510,25-12-17,28-12-17,Second Class,JW-15955,Joni Wasserman,Consumer,Malaysia,Selangor,FUR-CH-10001146,Kitchen ,Panasonic,Chimney Wood,5,304.45,0,76.1125
2005,US-2017-143028,11-04-17,18-04-17,Standard Class,SC-20050,Sample Company A,Home Office,Malaysia,Selangor,OFF-BI-10004738,Living Room,Sharp,Ceiling Fan,3,11.364,0.8,-17.046
2006,CA-2018-111150,31-12-18,04-01-19,Standard Class,RW-19630,Rob Williams,Corporate,Malaysia,Negeri Sembilan,OFF-AR-10000034,Living Room,LG,TV_75(INCHES),7,29.68,0,11.5752
2007,CA-2018-111150,31-12-18,04-01-19,Standard Class,RW-19630,Rob Williams,Corporate,Malaysia,Negeri Sembilan,TEC-AC-10000290,Bathroom ,Hitachi,Water Heater,7,47.53,0,16.1602
2008,CA-2017-165386,03-08-17,04-08-17,First Class,CM-12190,Charlotte Melton,Consumer,Malaysia,Selangor,FUR-BO-10003034,Kitchen ,LG,Stove,2,183.372,0.3,-36.6744
2009,CA-2018-116407,15-11-18,21-11-18,Standard Class,JF-15190,JaSamsunge Frazer,Consumer,Malaysia,Selangor,OFF-AR-10001315,Living Room,LG,Ceiling Fan,3,4.224,0.2,0.4752
2010,CA-2018-116407,15-11-18,21-11-18,Standard Class,JF-15190,JaSamsunge Frazer,Consumer,Malaysia,Selangor,OFF-AP-10002118,Living Room,Samsung,Vacuum Cleaner,2,333.056,0.2,29.1424
2011,CA-2018-116407,15-11-18,21-11-18,Standard Class,JF-15190,JaSamsunge Frazer,Consumer,Malaysia,Selangor,OFF-PA-10002137,Living Room,LG,Wall Fan,4,24.896,0.2,7.78
2012,CA-2019-155761,11-12-19,11-12-19,Same Day,SC-20800,StuLG Calhoun,Consumer,Malaysia,Selangor,TEC-AC-10001606,Bathroom ,Hitachi,Water Heater,2,159.984,0.2,35.9964
2013,CA-2019-155761,11-12-19,11-12-19,Same Day,SC-20800,StuLG Calhoun,Consumer,Malaysia,Selangor,OFF-ST-10000943,Living Room,Toshiba,Ceiling Fan,3,46.344,0.2,4.6344
2018,CA-2016-145905,18-09-16,23-09-16,Standard Class,AM-10705,Anne McFarland,Consumer,Malaysia,Johor,FUR-CH-10001854,Kitchen ,Panasonic,Refrigerator,1,350.98,0,84.2352
2019,CA-2016-145905,18-09-16,23-09-16,Standard Class,AM-10705,Anne McFarland,Consumer,Malaysia,Johor,OFF-PA-10000533,Living Room,LG,Vacuum Cleaner,2,13.08,0,6.0168
2016,CA-2016-145905,18-09-16,23-09-16,Standard Class,AM-10705,Anne McFarland,Consumer,Malaysia,Johor,OFF-ST-10003716,Living Room,Toshiba,Wall Fan,4,900.08,0,117.0104
2017,CA-2019-113110,19-03-19,23-03-19,Standard Class,BK-11260,Berenike Kampe,Consumer,Malaysia,Selangor,OFF-BI-10000088,Living Room,Sharp,Vacuum Cleaner,2,17.568,0.2,6.3684
2018,CA-2019-113110,19-03-19,23-03-19,Standard Class,BK-11260,Berenike Kampe,Consumer,Malaysia,Selangor,OFF-LA-10000240,Living Room,Panasonic,Vacuum Cleaner,2,14.62,0,6.8714
2019,CA-2019-113110,19-03-19,23-03-19,Standard Class,BK-11260,Berenike Kampe,Consumer,Malaysia,Selangor,OFF-SU-10001165,Living Room,Samsung,Wall Fan,4,33.36,0,8.6736
2020,CA-2019-113110,19-03-19,23-03-19,Standard Class,BK-11260,Berenike Kampe,Consumer,Malaysia,Selangor,OFF-PA-10002749,Living Room,LG,Wall Fan,6,40.14,0,19.6686
2021,CA-2016-168354,19-09-16,21-09-16,First Class,RH-19510,Rick Huthwaite,Home Office,Malaysia,Perak,OFF-ST-10001490,Living Room,Toshiba,Ceiling Fan,9,1606.23,0,481.869
2022,CA-2016-168354,19-09-16,21-09-16,First Class,RH-19510,Rick Huthwaite,Home Office,Malaysia,Perak,OFF-PA-10002377,Living Room,LG,Ceiling Fan,3,17.04,0,7.668
2023,CA-2016-168354,19-09-16,21-09-16,First Class,RH-19510,Rick Huthwaite,Home Office,Malaysia,Perak,OFF-BI-10004826,Living Room,Sharp,Ceiling Fan,3,49.53,0,23.7744
2024,CA-2016-168354,19-09-16,21-09-16,First Class,RH-19510,Rick Huthwaite,Home Office,Malaysia,Perak,FUR-CH-10004675,Kitchen ,Panasonic,Refrigerator,4,872.32,0,244.2496
